ID_ALUNO,IDADE,GÊNERO,NÍVEL_ACADÊMICO,PAÍS,MÉDIA_HORAS_USO_DIÁRIO,PLATAFORMA_MAIS_UTILIZADA,AFETA_DESEMPENHO_ACADÊMICO,HORAS_SONO_POR_NOITE,PONTUAÇÃO_SAÚDE_MENTAL,IMPACTO_GERAL,USO_SEVERO,SONO_RUIM,FAIXA_USO,FAIXA_SONO
123,18,Masculino,Pós-graduação,Outro,3.0,Facebook,Não,8.4,7.9,Positivo,False,False,2-4h,8h+
198,22,Masculino,Pós-graduação,Outro,8.5,Instagram,Não,6.0,5.3,Negativo,True,False,8h+,4-6h
111,24,Feminino,Pós-graduação,Outro,3.5,Twitter,Não,7.2,7.3,Positivo,False,False,2-4h,6-8h
743,18,Feminino,Graduação,EUA,3.8,Twitter,Não,8.4,7.2,Positivo,False,False,2-4h,8h+
953,19,Masculino,Graduação,Outro,2.0,Instagram,Não,7.1,8.2,Positivo,False,False,0-2h,6-8h
998,18,Feminino,Pós-graduação,Outro,4.2,Twitter,Sim,6.9,6.8,Neutro,False,False,4-6h,6-8h
802,21,Feminino,Ensino Médio,Outro,4.5,YouTube,Não,6.1,6.3,Neutro,False,False,4-6h,6-8h
742,24,Feminino,Graduação,Outro,4.2,YouTube,Não,7.3,6.1,Neutro,False,False,4-6h,6-8h
224,24,Feminino,Ensino Médio,Outro,5.6,Facebook,Sim,5.5,4.1,Negativo,True,False,4-6h,4-6h
131,21,Feminino,Graduação,Índia,3.1,Facebook,Sim,7.2,8.5,Positivo,False,False,2-4h,6-8h
169,19,Feminino,Graduação,Outro,5.9,Instagram,Não,5.5,4.0,Negativo,True,False,4-6h,4-6h
382,22,Feminino,Ensino Médio,Índia,7.5,YouTube,Sim,5.5,4.7,Negativo,True,False,6-8h,4-6h
918,20,Masculino,Pós-graduação,Outro,3.8,Snapchat,Não,6.7,6.2,Neutro,False,False,2-4h,6-8h
593,21,Feminino,Ensino Médio,Outro,3.3,LinkedIn,Não,8.9,7.9,Positivo,False,False,2-4h,8h+
52,24,Masculino,Pós-graduação,Outro,4.1,Facebook,Não,6.1,6.0,Neutro,False,False,4-6h,6-8h
90,19,Feminino,Graduação,Outro,6.8,YouTube,Sim,5.6,5.0,Negativo,True,False,6-8h,4-6h
60,23,Masculino,Ensino Médio,Outro,3.5,Snapchat,Não,7.0,6.0,Neutro,False,False,2-4h,6-8h
338,19,Masculino,Ensino Médio,Canadá,3.4,YouTube,Sim,8.5,8.0,Positivo,False,False,2-4h,8h+
452,19,Masculino,Ensino Médio,Outro,5.8,LinkedIn,Sim,6.3,6.4,Neutro,True,False,4-6h,6-8h
736,19,Feminino,Ensino Médio,Índia,6.0,TikTok,Sim,6.8,6.5,Neutro,True,False,4-6h,6-8h
746,23,Feminino,Ensino Médio,Outro,3.0,TikTok,Não,8.6,7.7,Positivo,False,False,2-4h,8h+
44,19,Masculino,Graduação,EUA,5.0,Twitter,Não,7.5,6.6,Neutro,False,False,4-6h,6-8h
773,24,Feminino,Pós-graduação,Índia,5.5,Twitter,Sim,4.6,5.1,Negativo,True,True,4-6h,4-6h
721,20,Feminino,Graduação,Índia,5.3,TikTok,Sim,6.0,6.5,Neutro,True,False,4-6h,4-6h
129,21,Masculino,Graduação,Canadá,5.6,Facebook,Não,6.0,6.3,Neutro,True,False,4-6h,4-6h
606,19,Feminino,Graduação,Índia,5.8,Facebook,Sim,7.4,6.5,Neutro,True,False,4-6h,6-8h
961,18,Masculino,Graduação,Outro,2.2,Twitter,Não,8.3,7.4,Positivo,False,False,2-4h,8h+
780,24,Masculino,Pós-graduação,Outro,1.7,LinkedIn,Não,8.4,7.6,Positivo,False,False,0-2h,8h+
215,21,Masculino,Ensino Médio,Índia,3.0,Instagram,Não,7.2,7.2,Positivo,False,False,2-4h,6-8h
290,18,Feminino,Pós-graduação,Outro,4.7,TikTok,Não,6.6,7.0,Neutro,False,False,4-6h,6-8h
53,23,Masculino,Pós-graduação,Outro,6.2,YouTube,Não,5.9,5.6,Negativo,True,False,6-8h,4-6h
408,18,Masculino,Pós-graduação,Outro,6.2,TikTok,Sim,5.9,4.9,Negativo,True,False,6-8h,4-6h
310,20,Feminino,Pós-graduação,Outro,1.9,Instagram,Não,7.8,7.8,Positivo,False,False,0-2h,6-8h
702,23,Masculino,Ensino Médio,Reino Unido,2.6,LinkedIn,Não,8.8,8.1,Positivo,False,False,2-4h,8h+
660,18,Masculino,Ensino Médio,Outro,5.9,Facebook,Não,6.1,6.2,Neutro,True,False,4-6h,6-8h
14,20,Masculino,Graduação,Outro,3.9,LinkedIn,Não,6.9,6.6,Neutro,False,False,2-4h,6-8h
288,22,Feminino,Ensino Médio,Índia,7.1,Instagram,Não,5.1,4.1,Negativo,True,False,6-8h,4-6h
350,19,Masculino,Graduação,EUA,3.9,Twitter,Sim,6.1,6.0,Neutro,False,False,2-4h,6-8h
611,20,Masculino,Graduação,Outro,8.0,TikTok,Não,4.9,4.8,Negativo,True,True,6-8h,4-6h
735,24,Masculino,Pós-graduação,Outro,5.9,Snapchat,Não,6.1,6.1,Neutro,True,False,4-6h,6-8h
402,24,Feminino,Ensino Médio,Austrália,8.4,Facebook,Sim,5.9,5.5,Negativo,True,False,8h+,4-6h
488,21,Feminino,Pós-graduação,Outro,7.5,YouTube,Sim,4.7,6.0,Negativo,True,True,6-8h,4-6h
524,20,Feminino,Pós-graduação,Austrália,7.5,Snapchat,Sim,5.2,4.8,Negativo,True,False,6-8h,4-6h
535,19,Masculino,Ensino Médio,Índia,5.3,Snapchat,Sim,7.0,6.8,Neutro,True,False,4-6h,6-8h
431,18,Masculino,Graduação,Canadá,6.2,Twitter,Não,4.7,4.2,Negativo,True,True,6-8h,4-6h
664,19,Masculino,Ensino Médio,Outro,5.2,Facebook,Sim,6.5,6.1,Neutro,True,False,4-6h,6-8h
572,21,Masculino,Graduação,Outro,5.5,Facebook,Sim,5.7,6.0,Negativo,True,False,4-6h,4-6h
428,20,Masculino,Graduação,Canadá,7.9,Instagram,Sim,4.7,5.2,Negativo,True,True,6-8h,4-6h
430,23,Masculino,Pós-graduação,Outro,7.7,Snapchat,Sim,5.3,4.5,Negativo,True,False,6-8h,4-6h
238,20,Masculino,Ensino Médio,Outro,3.9,YouTube,Sim,6.7,6.0,Neutro,False,False,2-4h,6-8h
179,21,Feminino,Ensino Médio,Outro,3.9,LinkedIn,Sim,6.9,6.1,Neutro,False,False,2-4h,6-8h
289,21,Feminino,Ensino Médio,Canadá,5.9,YouTube,Sim,6.0,5.1,Negativo,True,False,4-6h,4-6h
958,18,Masculino,Ensino Médio,Outro,3.8,Facebook,Não,8.4,8.3,Positivo,False,False,2-4h,8h+
991,19,Masculino,Graduação,Outro,7.4,TikTok,Sim,5.5,4.1,Negativo,True,False,6-8h,4-6h
894,20,Feminino,Graduação,Outro,7.2,LinkedIn,Sim,5.9,4.2,Negativo,True,False,6-8h,4-6h
22,19,Masculino,Graduação,Outro,6.1,TikTok,Sim,4.6,4.9,Negativo,True,True,6-8h,4-6h
919,22,Masculino,Ensino Médio,Índia,3.9,Facebook,Não,8.6,8.3,Positivo,False,False,2-4h,8h+
487,20,Feminino,Graduação,Austrália,5.6,LinkedIn,Sim,4.9,5.9,Negativo,True,True,4-6h,4-6h
177,22,Feminino,Ensino Médio,Outro,6.3,Snapchat,Sim,5.1,5.7,Negativo,True,False,6-8h,4-6h
405,22,Feminino,Pós-graduação,Outro,2.3,Facebook,Não,9.0,7.1,Positivo,False,False,2-4h,8h+
45,19,Masculino,Graduação,Índia,6.4,YouTube,Sim,5.9,5.9,Negativo,True,False,6-8h,4-6h
682,19,Feminino,Ensino Médio,EUA,5.2,YouTube,Não,7.0,6.7,Neutro,True,False,4-6h,6-8h
698,21,Feminino,Pós-graduação,Alemanha,7.1,LinkedIn,Sim,5.5,4.4,Negativo,True,False,6-8h,4-6h
384,23,Feminino,Graduação,Índia,6.1,Instagram,Sim,4.6,5.2,Negativo,True,True,6-8h,4-6h
677,20,Masculino,Ensino Médio,Outro,7.9,Twitter,Sim,5.4,5.3,Negativo,True,False,6-8h,4-6h
858,19,Feminino,Ensino Médio,Canadá,7.4,Twitter,Sim,4.6,5.8,Negativo,True,True,6-8h,4-6h
283,20,Feminino,Pós-graduação,Reino Unido,7.1,TikTok,Sim,5.9,4.2,Negativo,True,False,6-8h,4-6h
718,24,Masculino,Graduação,Outro,5.2,YouTube,Sim,6.5,6.0,Neutro,True,False,4-6h,6-8h
936,21,Masculino,Pós-graduação,Outro,5.8,Twitter,Não,5.4,4.9,Negativo,True,False,4-6h,4-6h
98,21,Feminino,Ensino Médio,Outro,5.8,YouTube,Sim,4.9,4.1,Negativo,True,True,4-6h,4-6h
895,19,Feminino,Graduação,Outro,2.2,Twitter,Não,7.6,8.9,Positivo,False,False,2-4h,6-8h
242,24,Masculino,Pós-graduação,Alemanha,6.9,Snapchat,Sim,5.3,4.3,Negativo,True,False,6-8h,4-6h
602,22,Feminino,Ensino Médio,Outro,6.9,Snapchat,Sim,4.6,4.3,Negativo,True,True,6-8h,4-6h
207,20,Feminino,Graduação,Outro,6.3,Facebook,Sim,5.9,5.3,Negativo,True,False,6-8h,4-6h
185,24,Feminino,Ensino Médio,Outro,4.4,Twitter,Não,6.2,6.2,Neutro,False,False,4-6h,6-8h
286,23,Masculino,Graduação,Alemanha,3.2,TikTok,Não,8.9,8.0,Positivo,False,False,2-4h,8h+
926,21,Feminino,Ensino Médio,Reino Unido,7.6,Facebook,Não,5.9,4.7,Negativo,True,False,6-8h,4-6h
65,22,Feminino,Pós-graduação,Outro,3.5,Instagram,Sim,8.7,8.0,Positivo,False,False,2-4h,8h+
214,24,Masculino,Ensino Médio,Austrália,4.6,Snapchat,Sim,6.4,6.8,Neutro,False,False,4-6h,6-8h
997,21,Feminino,Graduação,Outro,6.1,Twitter,Sim,4.5,5.3,Negativo,True,True,6-8h,4-6h
166,22,Masculino,Graduação,Outro,3.3,TikTok,Não,8.2,7.4,Positivo,False,False,2-4h,8h+
213,24,Masculino,Ensino Médio,Outro,5.2,LinkedIn,Sim,6.9,6.9,Neutro,True,False,4-6h,6-8h
977,20,Feminino,Pós-graduação,Reino Unido,5.9,LinkedIn,Sim,5.5,4.3,Negativo,True,False,4-6h,4-6h
856,23,Feminino,Graduação,Outro,6.1,Twitter,Sim,5.1,4.9,Negativo,True,False,6-8h,4-6h
24,21,Masculino,Pós-graduação,Outro,3.9,TikTok,Não,7.7,7.5,Positivo,False,False,2-4h,6-8h
745,20,Masculino,Graduação,Outro,7.2,Facebook,Sim,4.6,4.4,Negativo,True,True,6-8h,4-6h
574,22,Feminino,Graduação,Outro,7.9,LinkedIn,Não,5.6,5.3,Negativo,True,False,6-8h,4-6h
467,18,Feminino,Graduação,Outro,7.5,TikTok,Sim,5.8,4.6,Negativo,True,False,6-8h,4-6h
157,24,Feminino,Graduação,EUA,6.4,Twitter,Sim,6.0,5.2,Negativo,True,False,6-8h,4-6h
596,21,Masculino,Graduação,Índia,7.6,Facebook,Sim,5.8,4.8,Negativo,True,False,6-8h,4-6h
41,18,Feminino,Ensino Médio,Outro,5.8,Twitter,Sim,5.0,5.6,Negativo,True,False,4-6h,4-6h
618,23,Feminino,Pós-graduação,Canadá,2.8,Twitter,Não,7.4,8.4,Positivo,False,False,2-4h,6-8h
392,20,Masculino,Graduação,Reino Unido,6.3,Facebook,Não,4.7,4.3,Negativo,True,True,6-8h,4-6h
753,23,Feminino,Graduação,Canadá,4.3,Snapchat,Sim,7.4,6.1,Neutro,False,False,4-6h,6-8h
530,20,Feminino,Ensino Médio,Alemanha,8.2,Snapchat,Sim,4.8,4.0,Negativo,True,True,8h+,4-6h
518,18,Masculino,Pós-graduação,Outro,6.9,Twitter,Sim,5.9,4.1,Negativo,True,False,6-8h,4-6h
459,22,Masculino,Graduação,Outro,5.7,Facebook,Sim,4.6,4.8,Negativo,True,True,4-6h,4-6h
116,24,Feminino,Ensino Médio,Outro,5.9,TikTok,Não,5.8,5.6,Negativo,True,False,4-6h,4-6h
599,22,Feminino,Ensino Médio,Outro,1.9,Snapchat,Não,8.4,8.1,Positivo,False,False,0-2h,8h+
272,23,Masculino,Ensino Médio,Outro,7.7,Snapchat,Sim,5.1,5.7,Negativo,True,False,6-8h,4-6h
630,24,Masculino,Graduação,Outro,3.2,Twitter,Não,7.8,8.4,Positivo,False,False,2-4h,6-8h
672,24,Feminino,Pós-graduação,Outro,1.7,TikTok,Não,8.7,8.0,Positivo,False,False,0-2h,8h+
453,21,Masculino,Pós-graduação,Índia,7.8,TikTok,Sim,5.0,4.5,Negativo,True,False,6-8h,4-6h
549,21,Masculino,Ensino Médio,Alemanha,1.9,Instagram,Sim,8.7,8.1,Positivo,False,False,0-2h,8h+
462,19,Masculino,Pós-graduação,EUA,7.5,TikTok,Sim,4.9,4.2,Negativo,True,True,6-8h,4-6h
426,21,Masculino,Graduação,EUA,7.1,YouTube,Sim,5.9,4.7,Negativo,True,False,6-8h,4-6h
750,20,Feminino,Ensino Médio,Canadá,4.3,Facebook,Não,6.4,6.2,Neutro,False,False,4-6h,6-8h
31,23,Masculino,Graduação,Outro,8.2,Twitter,Não,5.7,4.9,Negativo,True,False,8h+,4-6h
391,21,Feminino,Graduação,Outro,8.3,TikTok,Não,4.6,4.8,Negativo,True,True,8h+,4-6h
247,18,Feminino,Ensino Médio,Outro,8.1,Facebook,Não,4.7,5.6,Negativo,True,True,8h+,4-6h
219,19,Masculino,Ensino Médio,Outro,4.8,TikTok,Sim,7.0,6.1,Neutro,False,False,4-6h,6-8h
994,20,Feminino,Pós-graduação,Outro,2.7,YouTube,Não,7.8,7.5,Positivo,False,False,2-4h,6-8h
929,18,Masculino,Pós-graduação,Reino Unido,7.5,LinkedIn,Sim,5.4,4.2,Negativo,True,False,6-8h,4-6h
107,24,Masculino,Ensino Médio,Outro,3.8,LinkedIn,Não,7.9,8.8,Positivo,False,False,2-4h,6-8h
218,21,Feminino,Graduação,Outro,5.9,Instagram,Sim,4.9,5.6,Negativo,True,True,4-6h,4-6h
57,23,Masculino,Ensino Médio,Outro,3.4,Instagram,Não,8.4,7.3,Positivo,False,False,2-4h,8h+
576,19,Masculino,Graduação,EUA,3.9,Twitter,Sim,6.6,6.9,Neutro,False,False,2-4h,6-8h
17,19,Masculino,Graduação,Outro,7.9,TikTok,Sim,5.4,4.2,Negativo,True,False,6-8h,4-6h
765,24,Masculino,Pós-graduação,Outro,2.1,Instagram,Sim,7.2,7.2,Positivo,False,False,2-4h,6-8h
260,18,Masculino,Graduação,Outro,6.3,Snapchat,Sim,4.5,5.2,Negativo,True,True,6-8h,4-6h
189,24,Masculino,Graduação,Outro,4.4,LinkedIn,Sim,7.5,6.8,Neutro,False,False,4-6h,6-8h
500,21,Feminino,Graduação,Austrália,3.7,Twitter,Não,6.7,6.6,Neutro,False,False,2-4h,6-8h
495,24,Feminino,Ensino Médio,EUA,7.4,YouTube,Sim,5.9,4.3,Negativo,True,False,6-8h,4-6h
663,21,Feminino,Graduação,Índia,4.4,LinkedIn,Sim,6.4,6.4,Neutro,False,False,4-6h,6-8h
774,23,Masculino,Graduação,Outro,2.5,LinkedIn,Não,7.1,8.8,Positivo,False,False,2-4h,6-8h
915,19,Feminino,Ensino Médio,Alemanha,6.5,Facebook,Não,5.9,5.3,Negativo,True,False,6-8h,4-6h
739,21,Feminino,Ensino Médio,Outro,3.7,Twitter,Não,8.2,7.3,Positivo,False,False,2-4h,8h+
40,22,Feminino,Pós-graduação,Austrália,7.6,TikTok,Sim,5.2,4.5,Negativo,True,False,6-8h,4-6h
152,18,Masculino,Pós-graduação,Índia,6.8,Instagram,Sim,4.6,4.1,Negativo,True,True,6-8h,4-6h
684,23,Masculino,Pós-graduação,Outro,7.5,Instagram,Sim,5.7,4.5,Negativo,True,False,6-8h,4-6h
979,24,Feminino,Ensino Médio,Outro,7.1,YouTube,Sim,4.7,4.0,Negativo,True,True,6-8h,4-6h
94,24,Masculino,Ensino Médio,Canadá,6.7,Twitter,Sim,6.0,4.5,Negativo,True,False,6-8h,4-6h
9,19,Masculino,Graduação,Outro,3.6,Twitter,Sim,6.9,6.8,Neutro,False,False,2-4h,6-8h
72,21,Masculino,Ensino Médio,Outro,3.1,Snapchat,Sim,7.5,8.9,Positivo,False,False,2-4h,6-8h
787,21,Masculino,Pós-graduação,Outro,5.2,TikTok,Sim,6.4,7.0,Neutro,True,False,4-6h,6-8h
764,18,Feminino,Graduação,Outro,4.7,LinkedIn,Não,6.2,6.4,Neutro,False,False,4-6h,6-8h
347,19,Masculino,Ensino Médio,Outro,2.9,YouTube,Não,8.0,7.4,Positivo,False,False,2-4h,6-8h
63,23,Feminino,Pós-graduação,Outro,3.6,Snapchat,Não,8.4,8.4,Positivo,False,False,2-4h,8h+
758,20,Feminino,Ensino Médio,EUA,5.6,TikTok,Não,6.8,6.5,Neutro,True,False,4-6h,6-8h
737,22,Masculino,Pós-graduação,Outro,5.2,Facebook,Sim,7.2,6.0,Neutro,True,False,4-6h,6-8h
892,24,Feminino,Graduação,Canadá,1.7,YouTube,Não,7.1,7.5,Positivo,False,False,0-2h,6-8h
379,19,Masculino,Pós-graduação,Outro,3.7,YouTube,Não,7.0,6.7,Neutro,False,False,2-4h,6-8h
406,22,Masculino,Graduação,Austrália,1.5,Instagram,Não,8.7,8.6,Positivo,False,False,0-2h,8h+
878,21,Masculino,Pós-graduação,Índia,4.4,Instagram,Não,7.3,6.1,Neutro,False,False,4-6h,6-8h
323,21,Masculino,Graduação,Outro,7.4,Instagram,Sim,4.8,4.8,Negativo,True,True,6-8h,4-6h
146,22,Feminino,Ensino Médio,Outro,4.0,Facebook,Sim,6.0,6.2,Neutro,False,False,2-4h,4-6h
314,20,Masculino,Pós-graduação,Outro,2.0,Twitter,Não,7.7,7.7,Positivo,False,False,0-2h,6-8h
141,20,Masculino,Ensino Médio,Outro,5.7,LinkedIn,Sim,5.5,6.0,Negativo,True,False,4-6h,4-6h
555,18,Masculino,Graduação,Outro,4.5,LinkedIn,Não,6.1,6.4,Neutro,False,False,4-6h,6-8h
751,24,Masculino,Ensino Médio,Canadá,3.2,TikTok,Não,7.5,8.0,Positivo,False,False,2-4h,6-8h
170,20,Feminino,Ensino Médio,Outro,6.7,Twitter,Sim,5.1,5.7,Negativo,True,False,6-8h,4-6h
343,21,Masculino,Graduação,Outro,8.3,Snapchat,Sim,4.7,5.0,Negativo,True,True,8h+,4-6h
959,18,Feminino,Graduação,Outro,3.2,Snapchat,Não,7.8,8.5,Positivo,False,False,2-4h,6-8h
853,19,Feminino,Ensino Médio,Outro,5.9,TikTok,Não,6.3,6.8,Neutro,True,False,4-6h,6-8h
619,21,Masculino,Graduação,Outro,5.2,YouTube,Sim,6.6,6.3,Neutro,True,False,4-6h,6-8h
275,22,Masculino,Graduação,Outro,3.5,LinkedIn,Não,8.1,7.2,Positivo,False,False,2-4h,8h+
928,22,Masculino,Ensino Médio,EUA,8.0,YouTube,Sim,5.2,4.7,Negativo,True,False,6-8h,4-6h
294,21,Feminino,Pós-graduação,Outro,7.3,TikTok,Sim,5.8,5.6,Negativo,True,False,6-8h,4-6h
150,21,Masculino,Pós-graduação,Outro,6.3,YouTube,Sim,5.9,4.5,Negativo,True,False,6-8h,4-6h
300,21,Masculino,Pós-graduação,Outro,8.4,Snapchat,Sim,4.7,5.4,Negativo,True,True,8h+,4-6h
257,19,Masculino,Ensino Médio,EUA,2.4,LinkedIn,Não,7.2,8.6,Positivo,False,False,2-4h,6-8h
5,23,Feminino,Pós-graduação,Outro,6.4,Instagram,Sim,5.4,5.4,Negativo,True,False,6-8h,4-6h
47,24,Feminino,Ensino Médio,Outro,4.8,LinkedIn,Sim,6.7,6.4,Neutro,False,False,4-6h,6-8h
627,23,Feminino,Ensino Médio,Outro,7.7,Snapchat,Sim,5.3,5.3,Negativo,True,False,6-8h,4-6h
575,21,Masculino,Graduação,Outro,6.7,Facebook,Sim,4.6,4.5,Negativo,True,True,6-8h,4-6h
871,20,Feminino,Ensino Médio,Outro,2.9,Facebook,Não,8.4,8.4,Positivo,False,False,2-4h,8h+
436,19,Feminino,Ensino Médio,Outro,8.3,LinkedIn,Sim,5.0,4.5,Negativo,True,False,8h+,4-6h
106,18,Masculino,Graduação,Outro,2.5,LinkedIn,Não,8.7,8.6,Positivo,False,False,2-4h,8h+
990,18,Feminino,Pós-graduação,Outro,6.2,Facebook,Sim,5.1,5.2,Negativo,True,False,6-8h,4-6h
301,24,Masculino,Pós-graduação,Outro,2.8,Snapchat,Não,8.5,7.6,Positivo,False,False,2-4h,8h+
917,18,Feminino,Ensino Médio,Outro,4.8,LinkedIn,Sim,6.8,6.3,Neutro,False,False,4-6h,6-8h
178,20,Masculino,Ensino Médio,Índia,7.6,Instagram,Sim,5.4,4.1,Negativo,True,False,6-8h,4-6h
386,19,Feminino,Graduação,Outro,4.5,Facebook,Não,6.2,6.6,Neutro,False,False,4-6h,6-8h
840,21,Masculino,Ensino Médio,Outro,2.6,TikTok,Não,7.4,8.9,Positivo,False,False,2-4h,6-8h
168,22,Feminino,Graduação,Outro,2.3,YouTube,Não,8.8,9.0,Positivo,False,False,2-4h,8h+
843,20,Masculino,Graduação,Outro,2.8,Twitter,Não,8.2,7.3,Positivo,False,False,2-4h,8h+
355,19,Masculino,Pós-graduação,Outro,7.0,Instagram,Sim,4.7,5.5,Negativo,True,True,6-8h,4-6h
658,23,Feminino,Graduação,Outro,5.6,YouTube,Não,6.6,6.5,Neutro,True,False,4-6h,6-8h
539,21,Masculino,Ensino Médio,Reino Unido,3.5,Instagram,Não,8.5,8.4,Positivo,False,False,2-4h,8h+
566,18,Feminino,Ensino Médio,EUA,5.9,Twitter,Não,4.5,5.8,Negativo,True,True,4-6h,4-6h
37,19,Masculino,Pós-graduação,Outro,2.4,LinkedIn,Não,8.4,7.6,Positivo,False,False,2-4h,8h+
515,20,Feminino,Pós-graduação,Outro,6.4,Facebook,Não,5.5,4.3,Negativo,True,False,6-8h,4-6h
789,21,Feminino,Pós-graduação,Outro,2.7,Twitter,Não,7.5,7.9,Positivo,False,False,2-4h,6-8h
92,24,Masculino,Ensino Médio,Índia,8.2,Instagram,Sim,4.8,4.5,Negativo,True,True,8h+,4-6h
164,22,Masculino,Graduação,Outro,1.9,Instagram,Não,7.2,8.2,Positivo,False,False,0-2h,6-8h
50,21,Masculino,Ensino Médio,Outro,5.4,Instagram,Sim,6.6,6.5,Neutro,True,False,4-6h,6-8h
20,21,Feminino,Graduação,EUA,6.1,Snapchat,Sim,5.3,6.0,Negativo,True,False,6-8h,4-6h
85,23,Feminino,Pós-graduação,Outro,7.4,Instagram,Não,5.3,5.5,Negativo,True,False,6-8h,4-6h
1000,24,Masculino,Graduação,Alemanha,7.1,LinkedIn,Sim,5.8,4.2,Negativo,True,False,6-8h,4-6h
941,21,Masculino,Graduação,Austrália,5.7,Instagram,Sim,7.5,6.6,Neutro,True,False,4-6h,6-8h
13,20,Feminino,Ensino Médio,Outro,1.8,Twitter,Não,7.2,7.5,Positivo,False,False,0-2h,6-8h
532,22,Feminino,Graduação,Outro,7.9,YouTube,Sim,5.1,4.9,Negativo,True,False,6-8h,4-6h
250,24,Masculino,Pós-graduação,Outro,8.1,Twitter,Sim,6.0,4.8,Negativo,True,False,8h+,4-6h
889,24,Feminino,Ensino Médio,Outro,3.6,Instagram,Não,6.9,6.5,Neutro,False,False,2-4h,6-8h
633,21,Masculino,Pós-graduação,Índia,7.8,Facebook,Sim,5.5,5.7,Negativo,True,False,6-8h,4-6h
761,22,Feminino,Graduação,Outro,7.0,Instagram,Sim,5.9,4.0,Negativo,True,False,6-8h,4-6h
960,22,Feminino,Pós-graduação,Canadá,7.7,TikTok,Sim,5.8,4.2,Negativo,True,False,6-8h,4-6h
695,24,Feminino,Pós-graduação,Outro,5.7,Snapchat,Sim,6.9,6.4,Neutro,True,False,4-6h,6-8h
134,19,Feminino,Graduação,Outro,4.9,LinkedIn,Sim,6.6,6.5,Neutro,False,False,4-6h,6-8h
231,24,Feminino,Ensino Médio,EUA,7.6,Instagram,Não,5.3,4.9,Negativo,True,False,6-8h,4-6h
731,19,Feminino,Ensino Médio,Índia,8.5,Snapchat,Sim,5.8,4.8,Negativo,True,False,8h+,4-6h
144,22,Feminino,Ensino Médio,Índia,6.6,TikTok,Não,5.3,5.0,Negativo,True,False,6-8h,4-6h
475,20,Feminino,Pós-graduação,Outro,7.5,Snapchat,Não,5.9,4.6,Negativo,True,False,6-8h,4-6h
927,24,Feminino,Ensino Médio,Outro,7.5,YouTube,Sim,4.8,5.4,Negativo,True,True,6-8h,4-6h
863,23,Masculino,Pós-graduação,Outro,8.2,Facebook,Sim,5.7,4.0,Negativo,True,False,8h+,4-6h
418,20,Feminino,Pós-graduação,Reino Unido,5.3,YouTube,Não,7.1,6.6,Neutro,True,False,4-6h,6-8h
353,22,Feminino,Graduação,Outro,4.9,LinkedIn,Sim,7.0,6.7,Neutro,False,False,4-6h,6-8h
237,21,Feminino,Ensino Médio,EUA,5.8,Instagram,Sim,5.8,5.1,Negativo,True,False,4-6h,4-6h
137,23,Masculino,Pós-graduação,Outro,6.4,LinkedIn,Sim,5.4,4.3,Negativo,True,False,6-8h,4-6h
477,18,Feminino,Pós-graduação,Outro,3.8,Snapchat,Sim,6.2,6.8,Neutro,False,False,2-4h,6-8h
592,22,Feminino,Pós-graduação,EUA,3.8,Facebook,Sim,6.9,6.5,Neutro,False,False,2-4h,6-8h
506,18,Masculino,Pós-graduação,Austrália,4.0,Twitter,Sim,7.4,6.5,Neutro,False,False,2-4h,6-8h
461,21,Masculino,Graduação,Outro,8.0,LinkedIn,Sim,5.5,5.6,Negativo,True,False,6-8h,4-6h
330,23,Feminino,Graduação,Outro,8.3,Snapchat,Sim,5.6,5.8,Negativo,True,False,8h+,4-6h
559,19,Masculino,Ensino Médio,EUA,5.8,LinkedIn,Sim,5.3,5.0,Negativo,True,False,4-6h,4-6h
922,23,Masculino,Pós-graduação,Outro,6.2,Snapchat,Sim,5.3,5.0,Negativo,True,False,6-8h,4-6h
329,18,Masculino,Graduação,Outro,2.3,Snapchat,Não,7.5,8.2,Positivo,False,False,2-4h,6-8h
571,19,Feminino,Ensino Médio,Outro,6.2,YouTube,Sim,5.8,4.3,Negativo,True,False,6-8h,4-6h
883,20,Feminino,Ensino Médio,Outro,7.0,Instagram,Não,4.5,5.9,Negativo,True,True,6-8h,4-6h
766,24,Masculino,Ensino Médio,Outro,3.8,LinkedIn,Não,7.2,8.9,Positivo,False,False,2-4h,6-8h
203,18,Feminino,Ensino Médio,Outro,3.3,TikTok,Não,8.6,8.7,Positivo,False,False,2-4h,8h+
334,19,Feminino,Ensino Médio,EUA,1.5,Instagram,Não,8.2,8.2,Positivo,False,False,0-2h,8h+
565,18,Masculino,Pós-graduação,Outro,6.7,YouTube,Sim,5.8,4.5,Negativo,True,False,6-8h,4-6h
182,23,Masculino,Pós-graduação,Índia,2.9,YouTube,Não,7.7,7.6,Positivo,False,False,2-4h,6-8h
372,24,Feminino,Graduação,Outro,3.2,YouTube,Sim,7.7,7.9,Positivo,False,False,2-4h,6-8h
327,21,Feminino,Pós-graduação,Outro,6.0,Twitter,Sim,5.9,4.1,Negativo,True,False,4-6h,4-6h
233,21,Feminino,Graduação,Outro,3.2,YouTube,Não,7.6,7.6,Positivo,False,False,2-4h,6-8h
479,22,Masculino,Pós-graduação,Outro,2.3,Snapchat,Sim,8.1,7.3,Positivo,False,False,2-4h,8h+
357,22,Masculino,Graduação,Outro,8.1,YouTube,Sim,5.6,5.4,Negativo,True,False,8h+,4-6h
